"Make","Model","Variant","Color","Year","Status","Base","Additional","Total","Notes","URL"
"Mazda","RX-7 FD3S","Base","Red","2024","parked","6","0","6","","https://www.google.dk/maps/@35.6563368,139.3751832,3a,19.3y,175.94h,86.69t/data=!3m8!1e1!3m6!1sX8oIbrr1YoSl8-QfO3YiIQ!2e0!5s20240101T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D3.306789598082986%26panoid%3DX8oIbrr1YoSl8-QfO3YiIQ%26yaw%3D175.93953718379274!7i16384!8i8192?hl=da&entry=ttu&g_ep=EgoyMDI1MDIxMS4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Silvia S14","Zenki","White","2015","parked","4","0","4","","https://www.google.dk/maps/@35.6558349,139.374376,3a,48.9y,345.66h,71.72t/data=!3m8!1e1!3m6!1sqSrGBCNzrv0v-eagnlT1Dg!2e0!5s20150301T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D18.278173925216606%26panoid%3DqSrGBCNzrv0v-eagnlT1Dg%26yaw%3D345.66174797854944!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDIxMS4wIKXMDSoASAFQAw%3D%3D"
"Toyota","Aristo","JZS161","Black","2022","parked","3","3","6","","https://www.google.dk/maps/@35.6576433,139.3642664,3a,34.3y,216.76h,77.1t/data=!3m8!1e1!3m6!1st-YQ3nduVt7KOfmzTm3K8A!2e0!5s20221101T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D12.901922572402569%26panoid%3Dt-YQ3nduVt7KOfmzTm3K8A%26yaw%3D216.76406334529068!7i16384!8i8192?hl=da&entry=ttu&g_ep=EgoyMDI1MDIxMS4wIKXMDSoASAFQAw%3D%3D"
"Toyota","Corolla AE92","Levin GT-Z","White","2010","parked","6","0","6","","https://www.google.dk/maps/@35.6595081,139.3690112,3a,45.8y,260.94h,81.81t/data=!3m8!1e1!3m6!1sYGUAEqsRdfZ2FkJ3FgbIyw!2e0!5s20100201T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D8.186661202145729%26panoid%3DYGUAEqsRdfZ2FkJ3FgbIyw%26yaw%3D260.94299074651514!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDIxMS4wIKXMDSoASAFQAw%3D%3D"
"Mazda","RX-7 FD3S","Base","Blue","2014","parked","6","0","6","Some aero mods and big GT wing","https://www.google.dk/maps/@35.6601969,139.366441,3a,27.3y,232.75h,83.19t/data=!3m8!1e1!3m6!1s3xFZlW9B-Gi8i55vB_Z6SQ!2e0!5s20140401T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D6.8121932859956615%26panoid%3D3xFZlW9B-Gi8i55vB_Z6SQ%26yaw%3D232.75022663292341!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDIxMS4wIKXMDSoASAFQAw%3D%3D"
"Lexus","LC 500","URZ100","Black","2023","parked","5","0","5","","https://www.google.dk/maps/@36.3412922,139.2317057,3a,31.3y,123.85h,83.41t/data=!3m8!1e1!3m6!1siUvOyGC5Wbjihu_BjMd1_Q!2e0!5s20230101T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D6.588059809723717%26panoid%3DiUvOyGC5Wbjihu_BjMd1_Q%26yaw%3D123.85457686838855!7i16384!8i8192?hl=da&entry=ttu&g_ep=EgoyMDI1MDIxMS4wIKXMDSoASAFQAw%3D%3D"
"Other","Other","Other","White","2024","parked","1","0","1","DONK!","https://www.google.dk/maps/@35.5481571,139.36479,3a,48.9y,126.16h,69.21t/data=!3m8!1e1!3m6!1sOAyuW3P7zUoSbedHanRhdQ!2e0!5s20240201T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D20.79244987516222%26panoid%3DOAyuW3P7zUoSbedHanRhdQ%26yaw%3D126.15694847805254!7i16384!8i8192?hl=da&entry=ttu&g_ep=EgoyMDI1MDIxMC4wIKXMDSoASAFQAw%3D%3D"
"Toyota","Corolla AE86","Levin","Silver","2024","parked","6","0","6","","https://www.google.dk/maps/@35.5470396,139.362413,3a,26.1y,282.88h,78.14t/data=!3m8!1e1!3m6!1s0zAfPfnyBvlmri6vuIkJKg!2e0!5s20240201T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D11.863290832136641%26panoid%3D0zAfPfnyBvlmri6vuIkJKg%26yaw%3D282.8843601127484!7i16384!8i8192?hl=da&entry=ttu&g_ep=EgoyMDI1MDIxMC4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Skyline R30","2000 RS-X Turbo","White","2015","parked","7","0","7","","https://www.google.dk/maps/@35.5451323,139.3644853,3a,35.9y,97.14h,80.94t/data=!3m8!1e1!3m6!1syn3SM0pFNaJD5FgHw5iK5g!2e0!5s20151001T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D9.06131223569838%26panoid%3Dyn3SM0pFNaJD5FgHw5iK5g%26yaw%3D97.13845132996049!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDIxMC4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Silvia S15","Base","Red","2015","parked","4","0","4","","https://www.google.dk/maps/@35.3874358,139.3659011,3a,37.6y,135.92h,77.6t/data=!3m8!1e1!3m6!1sHkuPUMcuj6CrXuXnXyTXRQ!2e0!5s20150801T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D12.401035227997852%26panoid%3DHkuPUMcuj6CrXuXnXyTXRQ%26yaw%3D135.91641629074152!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDIwOS4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Vintage","Skyline C210 Coupé","White","2019","parked","7","0","7","","https://www.google.dk/maps/@35.4134077,139.3645863,3a,15y,239.16h,87.05t/data=!3m7!1e1!3m5!1s3-OpMJpL3WIVO_b-jVUO_A!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D2.9493088767966356%26panoid%3D3-OpMJpL3WIVO_b-jVUO_A%26yaw%3D239.15749286750295!7i16384!8i8192?hl=da&entry=ttu&g_ep=EgoyMDI1MDIwOS4wIKXMDSoASAFQAw%3D%3D"
"Nissan","350Z","Base","White","2014","parked","3","2","5","VeilSide Combat bodykit, Nismo LMGT4 rims","https://www.google.dk/maps/@35.4157084,139.362288,3a,48.9y,308.62h,68.85t/data=!3m8!1e1!3m6!1sShNTuioTsSYZwyw0HF6hJA!2e0!5s20140201T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D21.15466461701166%26panoid%3DShNTuioTsSYZwyw0HF6hJA%26yaw%3D308.61922470510757!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDIwOS4wIKXMDSoASAFQAw%3D%3D"
"Nissan","Skyline R34","GT-R","White","2011","parked","8","0","8","White TE37 rims","https://www.google.dk/maps/@35.4192183,139.3634717,3a,32.8y,148.26h,77.31t/data=!3m8!1e1!3m6!1sP-mbKqoaqvLeNKbxnGjKXA!2e0!5s20110401T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D12.693239388820203%26panoid%3DP-mbKqoaqvLeNKbxnGjKXA%26yaw%3D148.25607454820178!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDIwOS4wIKXMDSoASAFQAw%3D%3D"
"Mazda","RX-7 FC3S","Base","Purple","2011","parked","4","1","5","","https://www.google.dk/maps/@35.4192291,139.3643022,3a,27.4y,142.58h,79.63t/data=!3m8!1e1!3m6!1stUS6w4Tv6D0wbfqAq2uFcQ!2e0!5s20110401T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D10.365077061751165%26panoid%3DtUS6w4Tv6D0wbfqAq2uFcQ%26yaw%3D142.57968150483694!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDIwOS4wIKXMDSoASAFQAw%3D%3D"
"Honda","Civic EF","Ballade Sports CR-X","White","2012","parked","6","0","6","","https://www.google.dk/maps/@35.8705361,139.6513588,3a,43.5y,30.39h,75.35t/data=!3m8!1e1!3m6!1sQwNhbYPZ1hNBDAGcuRK4qQ!2e0!5s20120401T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D14.648925574733937%26panoid%3DQwNhbYPZ1hNBDAGcuRK4qQ%26yaw%3D30.386817143381652!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDIwNS4xIKXMDSoASAFQAw%3D%3D"
"Combos","Other","Other","Other","2015","parked","1","4","5","R34 GT-T and MR2 SW20 hanging out","https://www.google.dk/maps/@35.9190965,139.5608539,3a,44.6y,23.13h,76.44t/data=!3m8!1e1!3m6!1szn5pLPJJVK5d3J6GrYnQ9w!2e0!5s20150601T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D13.555489219762336%26panoid%3Dzn5pLPJJVK5d3J6GrYnQ9w%26yaw%3D23.13400126063889!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDIwNS4xIKXMDSoASAFQAw%3D%3D"
"Toyota","Celica","ST205 GT-Four","White","2019","parked","5","0","5","Not sure if it's a real GT-Four or if it's kitted","https://www.google.dk/maps/@35.9179197,139.5618334,3a,54.2y,176.93h,69.23t/data=!3m8!1e1!3m6!1sFtWZecASrgs0-Gr9Iko8sQ!2e0!5s20190701T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D20.770628935196413%26panoid%3DFtWZecASrgs0-Gr9Iko8sQ%26yaw%3D176.9345552778089!7i16384!8i8192?hl=da&entry=ttu&g_ep=EgoyMDI1MDIwNS4xIKXMDSoASAFQAw%3D%3D"
"Honda","City","Turbo II","White","2018","parked","8","0","8","","https://www.google.dk/maps/@35.9175031,139.5628766,3a,18.1y,200.7h,82.88t/data=!3m8!1e1!3m6!1sGC801yAIOWIYk5Gqg7WKPg!2e0!5s20180901T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D7.122148438698872%26panoid%3DGC801yAIOWIYk5Gqg7WKPg%26yaw%3D200.6966355564528!7i16384!8i8192?hl=da&entry=ttu&g_ep=EgoyMDI1MDIwNS4xIKXMDSoASAFQAw%3D%3D"
"Nissan","Silvia S15","Base","Blue","2017","parked","4","1","5","","https://www.google.dk/maps/@35.8962567,139.5186025,3a,44.9y,259.43h,78.66t/data=!3m8!1e1!3m6!1sdc03TopVmB6Gh5U1v2W8Cg!2e0!5s20170301T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D11.342066624327444%26panoid%3Ddc03TopVmB6Gh5U1v2W8Cg%26yaw%3D259.42714166406387!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDIwNS4xIKXMDSoASAFQAw%3D%3D"
"Honda","Civic EG","EG6 SiR","Green","2024","parked","5","0","5","","https://www.google.dk/maps/@35.8969607,139.5186612,3a,15y,239.49h,86.41t/data=!3m8!1e1!3m6!1s0X_J5MvEjdLbxwrfhIUz_w!2e0!5s20240101T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D3.585328565280605%26panoid%3D0X_J5MvEjdLbxwrfhIUz_w%26yaw%3D239.48507370450113!7i16384!8i8192?hl=da&entry=ttu&g_ep=EgoyMDI1MDIwNS4xIKXMDSoASAFQAw%3D%3D"
"Honda","Civic EK","EK9 Type R","White","2011","parked","6","0","6","","https://www.google.dk/maps/@35.8999144,139.5146917,3a,44.9y,106.12h,73.43t/data=!3m8!1e1!3m6!1s_yAY-eXVeQyT8oq3PIxDbQ!2e0!5s20110301T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D16.568280695782164%26panoid%3D_yAY-eXVeQyT8oq3PIxDbQ%26yaw%3D106.11687054463435!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDIwNS4xIKXMDSoASAFQAw%3D%3D"
"Mazda","RX-7 FD3S","ɛ̃fini","Black","2015","parked","6","0","6","","https://www.google.dk/maps/@35.9016647,139.5142544,3a,32.2y,188.6h,81.46t/data=!3m8!1e1!3m6!1sEVYfSA07hYwmJT4gF4Kogw!2e0!5s20150501T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D8.543109764739796%26panoid%3DEVYfSA07hYwmJT4gF4Kogw%26yaw%3D188.60273626199228!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDIwNS4xIKXMDSoASAFQAw%3D%3D"
"Honda","Integra","DC2 Type R","White","2015","parked","7","0","7","","https://www.google.dk/maps/@35.901966,139.5135837,3a,31.4y,311.89h,82.02t/data=!3m8!1e1!3m6!1su-9Bbn2H08ZEPl_vSJhO7Q!2e0!5s20150501T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D7.975301464294077%26panoid%3Du-9Bbn2H08ZEPl_vSJhO7Q%26yaw%3D311.89418712211585!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDIwNS4xIKXMDSoASAFQAw%3D%3D"
"Mitsubishi","Lancer Evolution","VIII","White","2015","parked","6","0","6","Rally specced","https://www.google.dk/maps/@35.8957963,139.5121641,3a,37.6y,333.21h,76.61t/data=!3m8!1e1!3m6!1s3x_yfWZTG-v4Dk3vJZ86CA!2e0!5s20150501T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D13.394727752195223%26panoid%3D3x_yfWZTG-v4Dk3vJZ86CA%26yaw%3D333.20641978402784!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDIwNS4xIKXMDSoASAFQAw%3D%3D"
"Toyota","Corolla AE86","Trueno","Purple","2015","parked","6","0","6","","https://www.google.dk/maps/@35.8959466,139.5128548,3a,27.5y,188.49h,85.07t/data=!3m8!1e1!3m6!1sm-xsM73YLaF72DpkOu_yuw!2e0!5s20150501T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D4.9311186304344545%26panoid%3Dm-xsM73YLaF72DpkOu_yuw%26yaw%3D188.4903268732457!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDIwNS4xIKXMDSoASAFQAw%3D%3D"
"Nissan","Skyline R33","GTS-T","White","2021","parked","3","0","3","With GT-R aero","https://www.google.dk/maps/@35.8954705,139.5136212,3a,43y,173.2h,72.56t/data=!3m8!1e1!3m6!1s4XJuEWseHDusm3Y17UvWuQ!2e0!5s20211101T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D17.443538251210555%26panoid%3D4XJuEWseHDusm3Y17UvWuQ%26yaw%3D173.1968446483114!7i16384!8i8192?hl=da&entry=ttu&g_ep=EgoyMDI1MDIwNS4xIKXMDSoASAFQAw%3D%3D"
"Nissan","Silvia S15","Base","White","2018","parked","4","0","4","","https://www.google.dk/maps/@35.896738,139.5145357,3a,37.7y,115.93h,79.42t/data=!3m7!1e1!3m5!1s2vDemWEH1937IRqTDSqzxg!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D10.58094137807285%26panoid%3D2vDemWEH1937IRqTDSqzxg%26yaw%3D115.93241422017807!7i16384!8i8192?hl=da&entry=ttu&g_ep=EgoyMDI1MDIwNS4xIKXMDSoASAFQAw%3D%3D"
"Nissan","Vintage","Skyline C110 Sedan","Silver","2018","parked","6","0","6","","https://www.google.dk/maps/@35.8935004,139.5178116,3a,18y,227.83h,84.1t/data=!3m8!1e1!3m6!1s8KFUP5QekJC8V2sViRjEtw!2e0!5s20180801T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D5.901388702896057%26panoid%3D8KFUP5QekJC8V2sViRjEtw%26yaw%3D227.8323174247376!7i16384!8i8192?hl=da&entry=ttu&g_ep=EgoyMDI1MDIwNS4xIKXMDSoASAFQAw%3D%3D"
"Nissan","Skyline R31","2000 GTS-R","Black","2011","parked","7","0","7","","https://www.google.dk/maps/@35.8934925,139.5178212,3a,31.3y,318.83h,80.29t/data=!3m8!1e1!3m6!1sE7tVZBqdhdM1PRmzazZmTQ!2e0!5s20110401T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D9.714672365605395%26panoid%3DE7tVZBqdhdM1PRmzazZmTQ%26yaw%3D318.8323743043601!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDIwNS4xIKXMDSoASAFQAw%3D%3D"
"Nissan","Skyline R33","GT-R","White","2011","parked","7","0","7","Gold BBS rims","https://www.google.dk/maps/@35.8874794,139.5216754,3a,15y,310.92h,83.35t/data=!3m8!1e1!3m6!1sFnkQCQBD121XGg1nP3biJQ!2e0!5s20110401T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D6.654294121543728%26panoid%3DFnkQCQBD121XGg1nP3biJQ%26yaw%3D310.9189886959962!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDIwNS4xIKXMDSoASAFQAw%3D%3D"
"Honda","Integra","DC5 Type R","Blue","2018","parked","6","0","6","","https://www.google.dk/maps/@35.882911,139.5189885,3a,34.3y,347.45h,78.72t/data=!3m8!1e1!3m6!1sxSd89am54hGqJ3oq_CZ9_A!2e0!5s20180901T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D11.278725444542374%26panoid%3DxSd89am54hGqJ3oq_CZ9_A%26yaw%3D347.4545995186305!7i16384!8i8192?hl=da&entry=ttu&g_ep=EgoyMDI1MDIwNS4xIKXMDSoASAFQAw%3D%3D"
"Subaru","Impreza Bugeye","WRX STi","Blue","2011","parked","6","0","6","Some visual mods, Chargespeed bumper","https://www.google.dk/maps/@35.8827997,139.5192146,3a,15.1y,87.89h,85.87t/data=!3m8!1e1!3m6!1sqzgZEDzNlRgu8hRiq7bixQ!2e0!5s20110301T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D4.125433411121492%26panoid%3DqzgZEDzNlRgu8hRiq7bixQ%26yaw%3D87.88585083722455!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDIwNS4xIKXMDSoASAFQAw%3D%3D"
"Nissan","Vintage","GT-R KPGC110","White","2024","parked","10","0","10","","https://www.google.dk/maps/@35.8839222,139.5210824,3a,21.6y,148.94h,83.75t/data=!3m8!1e1!3m6!1stvGOU5uE9cONr1qkenYJsw!2e0!5s20240401T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D6.252142321056397%26panoid%3DtvGOU5uE9cONr1qkenYJsw%26yaw%3D148.94140264456263!7i16384!8i8192?hl=da&entry=ttu&g_ep=EgoyMDI1MDIwNS4xIKXMDSoASAFQAw%3D%3D"
"Honda","Civic EK","EK9 Type R","White","2018","parked","6","1.5","7.5","","https://www.google.dk/maps/@35.8851768,139.5204903,3a,31.3y,71.98h,78.64t/data=!3m8!1e1!3m6!1s9MVlEPk2H2hUowSDye6rUA!2e0!5s20180901T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D11.361239146351622%26panoid%3D9MVlEPk2H2hUowSDye6rUA%26yaw%3D71.97944667279383!7i16384!8i8192?hl=da&entry=ttu&g_ep=EgoyMDI1MDIwNS4xIKXMDSoASAFQAw%3D%3D"
"Subaru","Impreza Meaneye","WRX STi","White","2018","parked","6","0","6","","https://www.google.dk/maps/@35.88562,139.5204018,3a,46.9y,352.35h,69.01t/data=!3m8!1e1!3m6!1si_AaGsCgbu-fDzirgbau6w!2e0!5s20180901T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D20.9940302897555%26panoid%3Di_AaGsCgbu-fDzirgbau6w%26yaw%3D352.35048701410295!7i16384!8i8192?hl=da&entry=ttu&g_ep=EgoyMDI1MDIwNS4xIKXMDSoASAFQAw%3D%3D"
"Nissan","Skyline R32","GT-R","White","2011","parked","7","0","7","Gutted interior with roll cage","https://www.google.dk/maps/@35.8840585,139.5211536,3a,26.6y,125.08h,77.81t/data=!3m8!1e1!3m6!1ssWOr9aL9268IBbBzYFvq7w!2e0!5s20110301T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D12.1850533301278%26panoid%3DsWOr9aL9268IBbBzYFvq7w%26yaw%3D125.08169833938449!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDIwNS4xIKXMDSoASAFQAw%3D%3D"
"Nissan","Vintage","GT-R KPGC10","Silver","2021","parked","9","0","9","","https://www.google.dk/maps/@35.8840202,139.5213414,3a,31.3y,177.42h,86.35t/data=!3m8!1e1!3m6!1s9JXLzxmcEeTJmQIYv6yeQg!2e0!5s20211101T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D3.651824601106995%26panoid%3D9JXLzxmcEeTJmQIYv6yeQg%26yaw%3D177.42478037523097!7i16384!8i8192?hl=da&entry=ttu&g_ep=EgoyMDI1MDIwNS4xIKXMDSoASAFQAw%3D%3D"
"Toyota","Sera","EXY10","Blue","2011","parked","3","1","4","","https://www.google.dk/maps/@35.8821431,139.5172143,3a,35.9y,354.44h,75.29t/data=!3m8!1e1!3m6!1s6K3sP9s60MyM7rHbw-AUbQ!2e0!5s20110301T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D14.709547527770354%26panoid%3D6K3sP9s60MyM7rHbw-AUbQ%26yaw%3D354.43534726940516!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDIwNS4xIKXMDSoASAFQAw%3D%3D"
"Nissan","Skyline R32","GT-R","Red","2018","parked","7","0","7","","https://www.google.dk/maps/@35.880182,139.5130053,3a,39.8y,141.21h,82.59t/data=!3m8!1e1!3m6!1stq-btXtxO4pzpFMSR3IVtQ!2e0!5s20180901T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D7.407105035046541%26panoid%3Dtq-btXtxO4pzpFMSR3IVtQ%26yaw%3D141.21177211970442!7i16384!8i8192?hl=da&entry=ttu&g_ep=EgoyMDI1MDIwNS4xIKXMDSoASAFQAw%3D%3D"
"Subaru","SVX","Base","Silver","2012","parked","4","0","4","","https://www.google.dk/maps/@35.878468,139.5112229,3a,30.8y,106.4h,84.3t/data=!3m8!1e1!3m6!1seJj6l1jNc9jPUUmu4bSaeQ!2e0!5s20121201T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D5.698803681812564%26panoid%3DeJj6l1jNc9jPUUmu4bSaeQ%26yaw%3D106.40338173854921!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDIwNS4xIKXMDSoASAFQAw%3D%3D"
"Mitsubishi","Lancer Evolution","VII","White","2010","parked","6","0","6","","https://www.google.dk/maps/@35.7927262,139.6209637,3a,35.9y,167.48h,78.93t/data=!3m8!1e1!3m6!1syH3kJnm06ZCg3oYr7XloRw!2e0!5s20100401T000000!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fcb_client%3Dmaps_sv.tactile%26w%3D900%26h%3D600%26pitch%3D11.069603605485085%26panoid%3DyH3kJnm06ZCg3oYr7XloRw%26yaw%3D167.47761665985416!7i13312!8i6656?hl=da&entry=ttu&g_ep=EgoyMDI1MDIwNS4xIKXMDSoASAFQAw%3D%3D"
